,fullname,team,birthdate,country,height,weight,Onedayraces,GC,Sprint,Climber,TT,Hills,UCI-Rank,rider_url
667,Arnaud De Lie,Lotto Dstny,16 March 2002,Belgium,1.82,78.0,3666,275,1504,119,1,1426,15,https://www.procyclingstats.com/rider/arnaud-de-lie
668,Thomas De Gendt,Lotto Dstny,6 November 1986,Belgium,1.79,73.0,248,1307,60,1632,2235,1388,0,https://www.procyclingstats.com/rider/thomas-de-gendt
669,Victor  Campenaerts,Lotto Dstny,28 October 1991,Belgium,1.73,68.0,769,940,198,378,3503,776,176,https://www.procyclingstats.com/rider/victor-campenaerts
670,Jasper De Buyst,Lotto Dstny,24 November 1993,Belgium,1.79,72.0,1668,675,902,148,128,863,878,https://www.procyclingstats.com/rider/jasper-de-buyst
671,Eduardo  Sepúlveda,Lotto Dstny,13 June 1991,Argentina,1.73,59.0,564,1522,28,632,410,228,565,https://www.procyclingstats.com/rider/eduardo-sepulveda
672,Maxim Van Gils,Lotto Dstny,25 November 1999,Belgium,1.74,63.0,1642,418,16,1118,117,1106,14,https://www.procyclingstats.com/rider/maxim-van-gils
673,Milan  Menten,Lotto Dstny,31 October 1996,Belgium,1.74,68.0,1235,340,880,80,67,801,230,https://www.procyclingstats.com/rider/milan-menten
674,Andreas  Kron,Lotto Dstny,1 June 1998,Denmark,1.77,63.0,791,449,6,864,6,1052,671,https://www.procyclingstats.com/rider/andreas-kron
675,Florian  Vermeersch,Lotto Dstny,12 March 1999,Belgium,1.93,85.0,1174,489,436,36,324,312,0,https://www.procyclingstats.com/rider/florian-vermeersch
676,Jacopo  Guarnieri,Lotto Dstny,14 August 1987,Italy,1.9,80.0,722,371,261,20,1,281,0,https://www.procyclingstats.com/rider/jacopo-guarnieri
677,Pascal  Eenkhoorn,Lotto Dstny,8 February 1997,Netherlands,1.85,70.0,624,428,232,156,195,431,468,https://www.procyclingstats.com/rider/pascal-eenkhoorn
678,Lionel  Taminiaux,Lotto Dstny,21 May 1996,Belgium,1.73,74.0,1057,55,910,58,23,390,175,https://www.procyclingstats.com/rider/lionel-taminiaux
679,Harm  Vanhoucke,Lotto Dstny,17 June 1997,Belgium,1.81,65.0,223,807,12,810,77,231,279,https://www.procyclingstats.com/rider/harm-vanhoucke
680,Lennert Van Eetvelt,Lotto Dstny,17 July 2001,Belgium,1.76,63.0,504,804,12,838,87,282,35,https://www.procyclingstats.com/rider/lennert-van-eetvelt
681,Brent Van Moer,Lotto Dstny,12 January 1998,Belgium,1.91,79.0,355,483,101,54,279,344,363,https://www.procyclingstats.com/rider/brent-van-moer
682,Sylvain  Moniquet,Lotto Dstny,14 January 1998,Belgium,1.75,61.0,257,561,9,480,67,301,384,https://www.procyclingstats.com/rider/sylvain-moniquet
683,Jenno  Berckmoes,Lotto Dstny,4 February 2001,Belgium,1.77,61.0,366,371,72,108,58,342,106,https://www.procyclingstats.com/rider/jenno-berckmoes
684,Alec  Segaert,Lotto Dstny,16 January 2003,Belgium,1.88,79.0,194,288,28,31,424,99,97,https://www.procyclingstats.com/rider/alec-segaert
685,Cedric  Beullens,Lotto Dstny,27 January 1997,Belgium,1.9,79.0,530,115,285,9,20,128,729,https://www.procyclingstats.com/rider/cedric-beullens
686,Jonas  Gregaard,Lotto Dstny,30 July 1996,Denmark,1.84,66.0,146,486,8,224,39,226,2201,https://www.procyclingstats.com/rider/jonas-gregaard
687,Arjen  Livyns,Lotto Dstny,1 September 1994,Belgium,1.7,58.0,496,85,86,105,43,321,503,https://www.procyclingstats.com/rider/arjen-livyns
688,Jarne Van de Paar,Lotto Dstny,23 October 2000,Belgium,1.87,79.0,275,117,622,0,0,20,295,https://www.procyclingstats.com/rider/jarne-van-de-paar
689,Mathijs  Paasschens,Lotto Dstny,18 March 1996,Netherlands,1.88,75.0,199,153,56,40,6,174,2047,https://www.procyclingstats.com/rider/mathijs-paasschens
690,Logan  Currie,Lotto Dstny,24 June 2001,New Zealand,1.68,0.0,44,182,16,38,219,78,434,https://www.procyclingstats.com/rider/logan-currie
691,Liam  Slock,Lotto Dstny,18 September 2000,Belgium,1.88,78.0,119,105,30,9,3,73,377,https://www.procyclingstats.com/rider/liam-slock
692,Sébastien  Grignard,Lotto Dstny,29 April 1999,Belgium,1.79,68.0,110,60,0,2,9,19,3117,https://www.procyclingstats.com/rider/sebastien-grignard
693,Henri  Vandenabeele,Lotto Dstny,15 April 2000,Belgium,1.81,0.0,5,151,4,134,1,113,0,https://www.procyclingstats.com/rider/henri-vandenabeele
694,Jarrad  Drizners,Lotto Dstny,31 May 1999,Australia,1.86,70.0,32,102,43,0,7,65,3116,https://www.procyclingstats.com/rider/jarrad-drizners
695,Johannes  Adamietz,Lotto Dstny,24 May 1998,Germany,1.74,61.0,49,71,1,57,40,61,647,https://www.procyclingstats.com/rider/johannes-adamietz
696,Giacomo  Nizzolo,Q36.5 Pro Cycling Team,30 January 1989,Italy,1.84,72.0,4746,564,3490,184,234,2146,780,https://www.procyclingstats.com/rider/giacomo-nizzolo
697,Gianluca  Brambilla,Q36.5 Pro Cycling Team,22 August 1987,Italy,1.7,57.0,1663,1742,74,2282,148,1634,300,https://www.procyclingstats.com/rider/gianluca-brambilla
698,David de la Cruz,Q36.5 Pro Cycling Team,6 May 1989,Spain,1.82,66.0,160,2557,18,2430,1058,752,416,https://www.procyclingstats.com/rider/david-de-la-cruz
699,Damien  Howson,Q36.5 Pro Cycling Team,13 August 1992,Australia,1.88,68.0,251,1572,24,643,653,428,357,https://www.procyclingstats.com/rider/damien-howson
700,Matteo  Moschetti,Q36.5 Pro Cycling Team,14 August 1996,Italy,1.8,73.0,1054,65,1474,5,28,381,235,https://www.procyclingstats.com/rider/matteo-moschetti
701,Joey  Rosskopf,Q36.5 Pro Cycling Team,5 September 1989,United States,1.86,74.0,285,706,14,267,1192,362,3381,https://www.procyclingstats.com/rider/joey-rosskopf
702,Tobias  Ludvigsson,Q36.5 Pro Cycling Team,22 February 1991,Sweden,1.94,76.0,222,903,28,150,2017,328,932,https://www.procyclingstats.com/rider/tobias-ludvigsson
703,Carl Fredrik  Hagen,Q36.5 Pro Cycling Team,26 September 1991,Norway,1.81,65.0,156,1080,8,572,9,386,549,https://www.procyclingstats.com/rider/carl-fredrik-hagen
704,Jannik  Steimle,Q36.5 Pro Cycling Team,4 April 1996,Germany,1.87,73.0,444,337,458,74,745,400,313,https://www.procyclingstats.com/rider/jannik-steimle
705,Tom  Devriendt,Q36.5 Pro Cycling Team,29 October 1991,Belgium,1.76,70.0,782,33,326,10,44,132,0,https://www.procyclingstats.com/rider/tom-devriendt
706,Matteo  Badilatti,Q36.5 Pro Cycling Team,30 July 1992,Switzerland,1.78,62.0,59,676,0,534,62,140,715,https://www.procyclingstats.com/rider/matteo-badilatti
707,Mark  Donovan,Q36.5 Pro Cycling Team,3 April 1999,Great Britain,1.85,70.0,128,584,4,378,113,197,322,https://www.procyclingstats.com/rider/mark-donovan
708,Rory  Townsend,Q36.5 Pro Cycling Team,30 June 1995,Ireland,1.84,73.0,541,58,468,34,83,198,317,https://www.procyclingstats.com/rider/rory-townsend
709,Frederik  Frison,Q36.5 Pro Cycling Team,28 July 1992,Belgium,1.93,84.0,474,136,176,1,281,9,2112,https://www.procyclingstats.com/rider/frederik-frison
710,Szymon  Sajnok,Q36.5 Pro Cycling Team,24 August 1997,Poland,1.83,75.0,305,106,456,33,298,231,1191,https://www.procyclingstats.com/rider/szymon-sajnok
711,Kamil  Małecki,Q36.5 Pro Cycling Team,2 January 1996,Poland,1.74,69.0,182,316,194,115,170,148,510,https://www.procyclingstats.com/rider/kamil-malecki
712,Fabio  Christen,Q36.5 Pro Cycling Team,29 June 2002,Switzerland,1.84,0.0,321,144,52,92,41,225,191,https://www.procyclingstats.com/rider/fabio-christen
713,Nickolas  Zukowsky,Q36.5 Pro Cycling Team,3 June 1998,Canada,1.88,0.0,252,137,68,30,73,103,1920,https://www.procyclingstats.com/rider/nickolas-zukowsky
714,Cyrus  Monk,Q36.5 Pro Cycling Team,7 November 1996,Australia,1.75,67.0,236,62,56,17,82,56,0,https://www.procyclingstats.com/rider/cyrus-monk
715,Walter  Calzoni,Q36.5 Pro Cycling Team,8 August 2001,Italy,1.72,0.0,140,108,4,142,0,152,1238,https://www.procyclingstats.com/rider/walter-calzoni
716,Jelte  Krijnsen,Parkhotel Valkenburg,12 May 2001,Netherlands,1.84,73.0,153,230,208,4,0,110,151,https://www.procyclingstats.com/rider/jelte-krijnsen
717,James  Whelan,Q36.5 Pro Cycling Team,11 July 1996,Australia,1.85,64.0,146,88,3,53,11,14,2310,https://www.procyclingstats.com/rider/james-whelan
718,Nicolò  Parisini,Q36.5 Pro Cycling Team,25 April 2000,Italy,1.83,65.0,115,78,120,14,7,163,686,https://www.procyclingstats.com/rider/nicolo-parisini
719,Xabier Mikel  Azparren,Q36.5 Pro Cycling Team,25 February 1999,Spain,0.0,0.0,29,124,26,11,225,80,2713,https://www.procyclingstats.com/rider/xabier-mikel-azparren-irurzun
720,Filippo  Conca,Q36.5 Pro Cycling Team,22 September 1998,Italy,1.91,80.0,82,72,0,137,2,60,990,https://www.procyclingstats.com/rider/filippo-conca
721,Alessandro  Fancellu,Q36.5 Pro Cycling Team,24 April 2000,Italy,1.72,62.0,14,119,1,58,2,61,862,https://www.procyclingstats.com/rider/alessandro-fancellu
722,Negasi Haylu  Abreha,Q36.5 Pro Cycling Team,9 May 2000,Ethiopia,1.86,0.0,124,16,0,7,63,10,492,https://www.procyclingstats.com/rider/negasi-abreha
723,Marcel  Camprubí,Q36.5 Pro Cycling Team,15 September 2001,Spain,1.78,69.0,53,20,0,34,0,48,892,https://www.procyclingstats.com/rider/marcel-camprubi
724,Filippo  Colombo,Q36.5 Pro Cycling Team,20 December 1997,Switzerland,1.84,73.0,55,5,10,4,0,20,0,https://www.procyclingstats.com/rider/filippo-colombo1
725,Adam  Ťoupalík,TDT - Unibet Cycling Team,9 May 1996,Czech Republic,1.75,65.0,255,210,142,179,244,354,908,https://www.procyclingstats.com/rider/adam-toupalik
726,Martijn  Budding,TDT - Unibet Cycling Team,31 August 1995,Netherlands,1.87,74.0,416,93,422,34,0,154,1955,https://www.procyclingstats.com/rider/martijn-budding
727,Andreas  Stokbro,TDT - Unibet Cycling Team,8 April 1997,Denmark,1.83,70.0,263,169,400,38,46,190,1029,https://www.procyclingstats.com/rider/andreas-stokbro
728,Hartthijs de Vries,TDT - Unibet Cycling Team,11 July 1996,Netherlands,1.84,66.0,228,117,289,18,12,92,399,https://www.procyclingstats.com/rider/hartthijs-de-vries
729,Joren  Bloem,TDT - Unibet Cycling Team,21 December 1999,Netherlands,0.0,0.0,129,76,292,0,218,44,1389,https://www.procyclingstats.com/rider/joren-bloem2
730,Lander  Loockx,TDT - Unibet Cycling Team,25 April 1997,Belgium,1.86,71.0,44,165,44,93,100,70,338,https://www.procyclingstats.com/rider/lander-loockx
731,Davide  Bomboi,TDT - Unibet Cycling Team,27 March 2000,Belgium,1.79,72.0,161,0,302,0,4,20,711,https://www.procyclingstats.com/rider/davide-bomboi
732,Tomáš  Kopecký,TDT - Unibet Cycling Team,8 April 2000,Czech Republic,1.91,73.0,39,114,94,5,106,21,746,https://www.procyclingstats.com/rider/tomas-kopecky
733,Nicklas Amdi  Pedersen,TDT - Unibet Cycling Team,3 August 1993,Denmark,0.0,0.0,119,17,344,5,37,28,1049,https://www.procyclingstats.com/rider/nicklas-amdi-pedersen
734,Jordy  Bouts,TDT - Unibet Cycling Team,8 August 1996,Belgium,1.74,62.0,85,60,58,22,44,57,2083,https://www.procyclingstats.com/rider/jordy-bouts
735,Cedrik Bakke  Christophersen,TDT - Unibet Cycling Team,11 December 2001,Norway,0.0,0.0,4,127,18,36,1,54,2290,https://www.procyclingstats.com/rider/cedrik-bakke-christophersen
736,Axel  Huens,TDT - Unibet Cycling Team,5 September 2001,France,0.0,0.0,92,20,106,18,1,63,499,https://www.procyclingstats.com/rider/axel-huens
737,Kevin  Inkelaar,TDT - Unibet Cycling Team,8 July 1997,Netherlands,1.81,64.0,15,82,0,72,1,4,0,https://www.procyclingstats.com/rider/kevin-inkelaar
738,Adrien  Maire,TDT - Unibet Cycling Team,17 November 2000,France,0.0,0.0,11,80,1,89,2,40,612,https://www.procyclingstats.com/rider/adrien-maire
739,Jelle  Johannink,TDT - Unibet Cycling Team,22 October 1996,Netherlands,0.0,0.0,57,38,84,14,26,47,649,https://www.procyclingstats.com/rider/jelle-johannink
740,Zeb  Kyffin,TDT - Unibet Cycling Team,23 February 1998,Great Britain,1.88,72.0,6,89,7,14,23,44,2441,https://www.procyclingstats.com/rider/zeb-kyffin
741,Abram  Stockman,TDT - Unibet Cycling Team,31 July 1996,Belgium,1.82,67.0,52,32,90,14,7,27,1280,https://www.procyclingstats.com/rider/abram-stockman
742,Sebastian  Nielsen,TDT - Unibet Cycling Team,27 August 2000,Denmark,0.0,0.0,47,0,128,20,0,60,935,https://www.procyclingstats.com/rider/sebastian-nielsen
743,Owen  Geleijn,TDT - Unibet Cycling Team,14 January 2001,Netherlands,1.86,0.0,11,14,17,0,0,16,2436,https://www.procyclingstats.com/rider/owen-geleijn
744,Charles  Paige,TDT - Unibet Cycling Team,7 July 2001,Great Britain,0.0,0.0,2,15,0,26,0,5,2828,https://www.procyclingstats.com/rider/charles-paige
745,Baptiste  Huyet,TDT - Unibet Cycling Team,6 July 2000,France,0.0,0.0,0,8,0,22,0,6,2295,https://www.procyclingstats.com/rider/baptiste-huyet
746,Niccolò  Bonifazio,Team Corratec - Vini Fantini,29 October 1993,Italy,1.76,72.0,1624,420,1546,96,48,1202,2736,https://www.procyclingstats.com/rider/niccolo-bonifazio
747,Kristian  Sbaragli,Team Corratec - Vini Fantini,8 May 1990,Italy,1.75,74.0,1938,529,335,444,0,1516,379,https://www.procyclingstats.com/rider/kristian-sbaragli
748,Jakub  Mareczko,Team Corratec - Vini Fantini,30 April 1994,Italy,1.69,67.0,502,385,2876,4,20,244,440,https://www.procyclingstats.com/rider/jakub-mareczko
749,Valerio  Conti,Team Corratec - Vini Fantini,30 March 1993,Italy,1.72,61.0,583,980,26,678,258,865,518,https://www.procyclingstats.com/rider/valerio-conti
750,Mark  Padun,Team Corratec - Vini Fantini,6 July 1996,Ukraine,1.83,67.0,147,563,2,664,153,216,0,https://www.procyclingstats.com/rider/mark-padun
751,Mark  Stewart,Team Corratec - Vini Fantini,25 August 1995,Great Britain,1.8,70.0,135,204,26,89,14,141,0,https://www.procyclingstats.com/rider/mark-stewart
752,Attilio  Viviani,Team Corratec - Vini Fantini,18 October 1996,Italy,1.74,69.0,130,75,664,6,0,75,1209,https://www.procyclingstats.com/rider/attilio-viviani
753,Etienne van Empel,Team Corratec - Vini Fantini,14 April 1994,Netherlands,1.86,64.0,94,184,54,72,3,91,1512,https://www.procyclingstats.com/rider/etienne-van-empel
754,Davide  Baldaccini,Team Corratec - Vini Fantini,22 May 1998,Italy,1.76,0.0,11,177,18,18,2,118,1019,https://www.procyclingstats.com/rider/davide-baldaccini
755,Alexandre  Balmer,Team Corratec - Vini Fantini,4 May 2000,Switzerland,1.91,70.0,164,53,46,38,7,46,1152,https://www.procyclingstats.com/rider/alexandre-balmer
756,Lorenzo  Quartucci,Team Corratec - Vini Fantini,5 April 1999,Italy,1.7,64.0,45,121,54,42,0,148,731,https://www.procyclingstats.com/rider/lorenzo-quartucci
757,Andrii  Ponomar,Team Corratec - Vini Fantini,5 September 2002,Ukraine,1.85,65.0,77,59,14,22,0,46,1010,https://www.procyclingstats.com/rider/andrii-ponomar
758,Marco  Murgano,Team Corratec - Vini Fantini,29 March 1998,Italy,0.0,0.0,26,90,15,14,18,54,0,https://www.procyclingstats.com/rider/marco-murgano
759,Kyrylo  Tsarenko,Team Corratec - Vini Fantini,13 October 2000,Ukraine,0.0,0.0,55,35,20,21,0,51,553,https://www.procyclingstats.com/rider/kyrylo-tsarenko
760,Alessandro  Monaco,Team Corratec - Vini Fantini,4 February 1998,Italy,0.0,0.0,17,75,0,92,9,28,1325,https://www.procyclingstats.com/rider/alessandro-monaco
761,Roberto Carlos  González,Team Corratec - Vini Fantini,21 May 1994,Panama,0.0,0.0,41,16,16,8,104,51,2064,https://www.procyclingstats.com/rider/roberto-gonzalez
762,Samuele  Zambelli,Team Corratec - Vini Fantini,2 April 1998,Italy,1.8,70.0,61,5,158,0,4,48,2177,https://www.procyclingstats.com/rider/samuele-zambelli
763,Alessandro  Iacchi,Team Corratec - Vini Fantini,26 May 1999,Italy,1.7,59.0,0,65,19,4,0,24,2757,https://www.procyclingstats.com/rider/alessandro-iacchi
764,Valentin  Darbellay,Team Corratec - Vini Fantini,19 November 1997,Switzerland,0.0,0.0,10,41,24,7,0,38,1242,https://www.procyclingstats.com/rider/valentin-darbellay
765,Antoine  Debons,Team Corratec - Vini Fantini,17 February 1998,Switzerland,1.8,65.0,10,23,4,18,0,26,2763,https://www.procyclingstats.com/rider/antoine-debons
766,Jan  Stöckli,Team Corratec - Vini Fantini,8 January 1999,Switzerland,0.0,0.0,0,21,24,0,8,1,2473,https://www.procyclingstats.com/rider/jan-stockli
767,Carlos  Samudio,Team Corratec - Vini Fantini,5 October 1997,Panama,0.0,0.0,10,19,0,1,61,3,1283,https://www.procyclingstats.com/rider/carlos-samudio
768,Giulio  Masotto,Team Corratec - Vini Fantini,14 May 1999,Italy,1.85,0.0,6,0,29,0,13,5,0,https://www.procyclingstats.com/rider/giulio-masotto
769,Matteo  Amella,Team Corratec - Vini Fantini,26 October 2001,Italy,0.0,0.0,0,5,0,0,0,0,0,https://www.procyclingstats.com/rider/matteo-amella
770,Noah  Bögli,Elite Fondations Cycling Team,1 August 1996,Switzerland,1.84,0.0,0,0,0,0,53,0,2438,https://www.procyclingstats.com/rider/noah-bogli
771,Francesco  Parravano,Aran Cucine Vejus,17 December 2000,Italy,1.7,55.0,1,0,0,4,0,12,1968,https://www.procyclingstats.com/rider/francesco-parravano
772,Simone  Olivero,Team Corratec - Vini Fantini,29 April 2001,Italy,1.7,62.0,0,0,0,0,0,0,0,https://www.procyclingstats.com/rider/simone-olivero
773,Arnaud  Tissières,Elite Fondations Cycling Team,14 May 1996,Switzerland,0.0,0.0,0,0,0,0,0,4,0,https://www.procyclingstats.com/rider/arnaud-tissieres
774,Kamiel  Bonneu,Team Flanders - Baloise,1 August 1999,Belgium,1.78,62.0,108,315,0,207,0,192,474,https://www.procyclingstats.com/rider/kamiel-bonneu
775,Aaron Van Poucke,Team Flanders - Baloise,4 April 1998,Belgium,1.77,68.0,142,141,156,6,0,104,1627,https://www.procyclingstats.com/rider/aaron-van-poucke
776,Jules  Hesters,Team Flanders - Baloise,11 November 1998,Belgium,1.8,72.0,149,19,214,0,0,0,842,https://www.procyclingstats.com/rider/jules-hesters
777,Lindsay De Vylder,Team Flanders - Baloise,30 May 1995,Belgium,1.84,70.0,163,5,106,15,0,34,2472,https://www.procyclingstats.com/rider/lindsay-de-vylder
778,Ward  Vanhoof,Team Flanders - Baloise,18 April 1999,Belgium,1.86,75.0,147,5,78,16,20,42,1139,https://www.procyclingstats.com/rider/ward-vanhoof
779,Lars  Craps,Team Flanders - Baloise,17 October 2001,Belgium,1.85,67.0,45,68,26,44,4,39,690,https://www.procyclingstats.com/rider/lars-craps
780,Alex  Colman,Team Flanders - Baloise,22 July 1998,Belgium,1.85,73.0,80,23,63,2,2,35,1903,https://www.procyclingstats.com/rider/alex-colman
781,Gilles De Wilde,Team Flanders - Baloise,12 October 1999,Belgium,1.83,75.0,104,0,20,21,18,19,2049,https://www.procyclingstats.com/rider/gilles-de-wilde
782,Elias  Maris,Team Flanders - Baloise,5 October 1999,Belgium,1.78,65.0,41,49,13,46,0,72,1296,https://www.procyclingstats.com/rider/elias-maris
783,Dylan  Vandenstorme,Team Flanders - Baloise,19 April 2002,Belgium,1.72,62.0,59,5,46,6,0,12,911,https://www.procyclingstats.com/rider/dylan-vandenstorme
784,Vincent Van Hemelen,Team Flanders - Baloise,2 November 2000,Belgium,1.91,72.0,37,18,22,8,50,40,1233,https://www.procyclingstats.com/rider/vincent-van-hemelen
785,Yentl  Vandevelde,Team Flanders - Baloise,31 October 2000,Belgium,1.79,69.0,18,0,71,0,0,0,2321,https://www.procyclingstats.com/rider/yentl-vandevelde
786,Toon  Clynhens,Team Flanders - Baloise,9 February 2001,Belgium,1.86,61.0,12,20,0,22,0,2,0,https://www.procyclingstats.com/rider/toon-clynhens
787,Victor  Vercouillie,Team Flanders - Baloise,3 November 2002,Belgium,1.82,66.0,10,18,0,2,38,9,2069,https://www.procyclingstats.com/rider/victor-vercouillie
788,Jasper  Dejaegher,Team Flanders - Baloise,23 January 2001,Belgium,1.82,72.0,0,18,45,2,0,10,0,https://www.procyclingstats.com/rider/jasper-dejaegher
789,Siebe  Deweirdt,Team Flanders - Baloise,8 May 2002,Belgium,1.84,69.0,17,0,13,0,2,4,2163,https://www.procyclingstats.com/rider/siebe-deweirdt
790,Tuur  Dens,Team Flanders - Baloise,26 June 2000,Belgium,1.84,81.0,10,0,13,0,0,0,0,https://www.procyclingstats.com/rider/tuur-dens
791,Noah  Vandenbranden,Team Flanders - Baloise,29 July 2002,Belgium,1.81,74.0,10,0,0,0,45,0,1316,https://www.procyclingstats.com/rider/noah-vandenbranden
792,Arno  Claeys,Team Flanders - Baloise,20 April 2000,Belgium,1.9,72.0,0,3,0,1,20,4,0,https://www.procyclingstats.com/rider/arno-claeys
793,Vince  Gerits,Team Flanders - Baloise,26 September 1997,Belgium,1.71,67.0,0,0,0,0,0,2,0,https://www.procyclingstats.com/rider/vince-gerits
794,Péter  Kusztor,Team Novo Nordisk,27 December 1984,Hungary,1.79,61.0,310,254,38,59,284,34,2609,https://www.procyclingstats.com/rider/peter-kusztor
795,Andrea  Peron,Team Novo Nordisk,28 October 1988,Italy,1.78,70.0,151,78,294,4,30,164,2829,https://www.procyclingstats.com/rider/andrea-peron
796,David  Lozano,Team Novo Nordisk,21 December 1988,Spain,1.78,63.0,66,179,33,62,0,109,2360,https://www.procyclingstats.com/rider/david-lozano
797,Matyáš  Kopecký,Team Novo Nordisk,19 January 2003,Czech Republic,0.0,0.0,202,31,228,40,67,122,381,https://www.procyclingstats.com/rider/matyas-kopecky
798,Charles  Planet,Team Novo Nordisk,30 October 1993,France,1.79,71.0,74,100,38,25,118,92,0,https://www.procyclingstats.com/rider/charles-planet
799,Sam  Brand,Team Novo Nordisk,27 February 1991,Great Britain,1.86,76.0,25,35,1,0,5,1,0,https://www.procyclingstats.com/rider/sam-brand
800,Umberto  Poli,Team Novo Nordisk,27 August 1996,Italy,1.67,0.0,20,17,46,0,0,25,0,https://www.procyclingstats.com/rider/umberto-poli
801,Filippo  Ridolfo,Team Novo Nordisk,8 November 2001,Italy,1.87,0.0,17,5,12,2,0,2,0,https://www.procyclingstats.com/rider/filippo-ridolfo
802,Hamish  Beadle,Team Novo Nordisk,2 April 1998,New Zealand,1.67,64.0,0,0,42,2,12,31,2988,https://www.procyclingstats.com/rider/hamish-beadle
803,Stephen  Clancy,Team Novo Nordisk,19 July 1992,Ireland,1.71,63.0,0,2,1,0,15,0,0,https://www.procyclingstats.com/rider/stephen-clancy
804,Declan  Irvine,Team Novo Nordisk,11 March 1999,Australia,1.78,75.0,0,5,14,0,20,19,0,https://www.procyclingstats.com/rider/declan-irvine
805,Alessandro  Perracchione,Team Novo Nordisk,9 February 2005,Italy,0.0,0.0,5,1,2,0,0,0,2429,https://www.procyclingstats.com/rider/alessandro-perracchione
806,Jan  Dunnewind,Team Novo Nordisk,8 July 1998,Netherlands,0.0,0.0,0,0,0,0,0,0,0,https://www.procyclingstats.com/rider/jan-dunnewind
807,Lucas  Dauge,Team Novo Nordisk,28 December 1996,France,1.67,0.0,0,0,1,3,0,0,0,https://www.procyclingstats.com/rider/lucas-dauge
808,Quinten De Graeve,Team Novo Nordisk,24 October 2000,Belgium,0.0,0.0,0,0,3,0,1,7,0,https://www.procyclingstats.com/rider/quinten-de-graeve
809,Gerd de Keijzer,Team Novo Nordisk,18 January 1994,Netherlands,1.83,72.6,0,0,1,0,0,3,0,https://www.procyclingstats.com/rider/gerd-de-keijzer
810,Doriand  Percrule,Team Novo Nordisk,21 May 1999,France,0.0,0.0,0,0,0,0,0,2,0,https://www.procyclingstats.com/rider/doriand-percrule
811,Logan  Phippen,Team Novo Nordisk,10 May 1992,United States,1.8,0.0,0,0,2,0,3,0,0,https://www.procyclingstats.com/rider/logan-phippen
812,Antonio  Polga,Team Novo Nordisk,26 March 1999,Italy,0.0,0.0,0,0,1,0,0,0,0,https://www.procyclingstats.com/rider/antonio-polga
813,Nathan  Smith,Team Novo Nordisk,27 August 2000,Great Britain,0.0,0.0,0,0,2,0,0,0,0,https://www.procyclingstats.com/rider/nathan-smith
814,Jhonatan  Restrepo,Team Polti Kometa,28 November 1994,Colombia,1.78,73.0,479,484,165,360,253,727,648,https://www.procyclingstats.com/rider/jhonatan-restrepo
815,Matteo  Fabbro,Team Polti Kometa,10 April 1995,Italy,1.67,52.0,188,690,4,570,74,196,891,https://www.procyclingstats.com/rider/matteo-fabbro
816,Giovanni  Lonardi,Team Polti Kometa,9 November 1996,Italy,1.8,70.0,184,99,972,42,3,608,281,https://www.procyclingstats.com/rider/giovanni-lonardi
817,Mirco  Maestri,Team Polti Kometa,26 October 1991,Italy,1.85,73.0,202,372,215,44,207,382,457,https://www.procyclingstats.com/rider/mirco-maestri
818,Davide  Piganzoli,Team Polti Kometa,8 July 2002,Italy,1.74,61.0,165,488,0,322,42,99,161,https://www.procyclingstats.com/rider/davide-piganzoli
819,Paul  Double,Team Polti Kometa,25 June 1996,Great Britain,1.71,56.0,82,506,18,286,4,186,247,https://www.procyclingstats.com/rider/paul-double
820,Mattia  Bais,Team Polti Kometa,19 October 1996,Italy,1.75,66.0,213,218,18,176,22,156,438,https://www.procyclingstats.com/rider/mattia-bais
821,Manuel  Peñalver,Team Polti Kometa,10 December 1998,Spain,1.77,67.0,132,4,790,16,0,277,775,https://www.procyclingstats.com/rider/manuel-penalver
822,Davide  Bais,Team Polti Kometa,2 April 1998,Italy,1.83,66.0,74,125,15,107,22,110,1892,https://www.procyclingstats.com/rider/davide-bais
823,Erik  Fetter,Team Polti Kometa,5 April 2000,Hungary,1.88,70.0,107,89,10,32,142,123,679,https://www.procyclingstats.com/rider/erik-fetter
824,Andrea  Garosio,Team Polti Kometa,6 December 1993,Italy,1.75,58.0,149,96,0,106,4,68,1221,https://www.procyclingstats.com/rider/andrea-garosio
825,Davide De Cassan,Team Polti Kometa,4 January 2002,Italy,1.7,61.0,41,76,2,72,22,82,849,https://www.procyclingstats.com/rider/davide-de-cassan
826,Diego Pablo  Sevilla,Team Polti Kometa,4 March 1996,Spain,1.71,64.0,74,33,5,26,7,83,992,https://www.procyclingstats.com/rider/diego-pablo-sevilla
827,Alex  Martín,Team Polti Kometa,25 January 2000,Spain,1.74,60.0,40,50,0,38,0,27,2103,https://www.procyclingstats.com/rider/alex-martin-gutierrez
828,David  Martin,Team Polti Kometa,19 February 1999,Spain,1.77,68.0,67,0,143,3,8,20,906,https://www.procyclingstats.com/rider/david-martin-romero
829,Germán Darío  Gómez,Team Polti Kometa,8 March 2001,Colombia,0.0,0.0,28,35,0,44,37,38,1146,https://www.procyclingstats.com/rider/german-dario-gomez
830,Javier  Serrano,Team Polti Kometa,17 April 2001,Spain,1.72,60.0,52,0,52,16,0,86,1048,https://www.procyclingstats.com/rider/javier-serrano
831,Andrea  Pietrobon,Team Polti Kometa,11 March 1999,Italy,1.9,72.0,11,35,1,18,4,74,635,https://www.procyclingstats.com/rider/andrea-pietrobon
